dataset,dataset_code,paper_id,cell_key,matched,same_paper_ai_records_present,reference_source_format,reference_rows_in_cell,reference_cells_in_paper,reference_rows_in_paper,distinct_outcome_canonical_in_paper,distinct_crop_in_paper,distinct_treatment_level_in_paper,distinct_co_amendment_in_paper,distinct_co_amendment_level_in_paper,distinct_timepoint_in_paper,distinct_aggregation_level_in_paper
Loladze 2014,Loladze,johnson_2003,johnson_2003 | s | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | s | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | zn | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | zn | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | ca | foliar | alphitonia_petriei__basalt,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | ca | foliar | alphitonia_petriei__rhyolite,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | ca | foliar | flindersia_brayleyana,0,1,nonfigure,2,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | k | foliar | alphitonia_petriei__basalt,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | k | foliar | alphitonia_petriei__rhyolite,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | k | foliar | flindersia_brayleyana,0,1,nonfigure,2,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | n | foliar | alphitonia_petriei__basalt,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | n | foliar | alphitonia_petriei__rhyolite,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | n | foliar | flindersia_brayleyana,0,1,nonfigure,2,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | na | foliar | alphitonia_petriei__basalt,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | na | foliar | alphitonia_petriei__rhyolite,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | na | foliar | flindersia_brayleyana,0,1,nonfigure,2,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | p | foliar | alphitonia_petriei__basalt,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | p | foliar | alphitonia_petriei__rhyolite,1,1,nonfigure,1,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,kanowski_2001,kanowski_2001 | p | foliar | flindersia_brayleyana,0,1,nonfigure,2,15,20,1,1,5,1,3,1,1
Loladze 2014,Loladze,keutgen_2001,keutgen_2001 | ca | foliar | old_leaves,1,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,keutgen_2001,keutgen_2001 | k | foliar | old_leaves,1,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,keutgen_2001,keutgen_2001 | mg | foliar | old_leaves,1,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,keutgen_2001,keutgen_2001 | n | foliar | old_leaves,1,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,keutgen_2001,keutgen_2001 | p | foliar | old_leaves,1,1,nonfigure,1,5,5,1,1,5,1,1,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | c | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | c | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | ca | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | ca | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | cd | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | cd | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | cr | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | cr | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | cu | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | cu | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | fe | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | fe | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | k | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | k | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | mg | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | mg | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | mn | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | mn | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | n | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | n | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | ni | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | ni | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | pb | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | pb | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | s | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | s | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | zn | edible | astra,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,khan_2013,khan_2013 | zn | edible | eureka,0,1,nonfigure,1,28,28,1,1,14,1,2,1,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | b | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | cu | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | fe | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | k | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | mg | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | mn | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | mo | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | n | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | p | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | s | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,lieffering_2004,lieffering_2004 | zn | grain | akitakomachi,1,1,nonfigure,2,11,22,1,1,11,1,1,2,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | b | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | ca | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | cu | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | fe | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | k | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | mg | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | mn | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | n | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | p | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | s | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,luomala_2005,luomala_2005 | zn | foliar | ,0,1,nonfigure,1,11,11,1,1,11,1,0,1,1
Loladze 2014,Loladze,mishra_2011,mishra_2011 | b | foliar | maverick_white,0,1,nonfigure,1,2,2,1,1,2,1,1,1,1
Loladze 2014,Loladze,mishra_2011,mishra_2011 | p | foliar | maverick_white,0,1,nonfigure,1,2,2,1,1,2,1,1,1,1
Loladze 2014,Loladze,mjwara_1996,mjwara_1996 | ca | foliar | contender,0,1,nonfigure,1,9,9,1,1,9,1,1,1,1
Loladze 2014,Loladze,mjwara_1996,mjwara_1996 | cu | foliar | contender,0,1,nonfigure,1,9,9,1,1,9,1,1,1,1
Loladze 2014,Loladze,mjwara_1996,mjwara_1996 | fe | foliar | contender,0,1,nonfigure,1,9,9,1,1,9,1,1,1,1
Loladze 2014,Loladze,mjwara_1996,mjwara_1996 | k | foliar | contender,0,1,nonfigure,1,9,9,1,1,9,1,1,1,1
Loladze 2014,Loladze,mjwara_1996,mjwara_1996 | mg | foliar | contender,0,1,nonfigure,1,9,9,1,1,9,1,1,1,1
Loladze 2014,Loladze,mjwara_1996,mjwara_1996 | mn | foliar | contender,0,1,nonfigure,1,9,9,1,1,9,1,1,1,1
Loladze 2014,Loladze,mjwara_1996,mjwara_1996 | n | foliar | contender,0,1,nonfigure,1,9,9,1,1,9,1,1,1,1
Loladze 2014,Loladze,mjwara_1996,mjwara_1996 | p | foliar | contender,0,1,nonfigure,1,9,9,1,1,9,1,1,1,1
Loladze 2014,Loladze,mjwara_1996,mjwara_1996 | zn | foliar | contender,0,1,nonfigure,1,9,9,1,1,9,1,1,1,1
Loladze 2014,Loladze,natali_2009,natali_2009 | al | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | al | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | al | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | al | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | al | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | al | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | co | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | co | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | co | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | co | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | co | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | co | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | cu | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | cu | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | cu | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | cu | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | cu | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | cu | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | fe | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | fe | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | fe | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | fe | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | fe | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | fe | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mn | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mn | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mn | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mn | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mn | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mn | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mo | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mo | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mo | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mo | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mo | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | mo | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | ni | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | ni | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | ni | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | ni | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | ni | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | ni | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | pb | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | pb | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | pb | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | pb | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | pb | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | pb | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | v | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | v | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | v | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | v | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | v | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | v | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | zn | foliar | liquidambar_styraciflua__duke,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | zn | foliar | liquidambar_styraciflua__ornl,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | zn | foliar | pinus_taeda__1yr_old,0,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | zn | foliar | quercus_chapmanii,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | zn | foliar | quercus_geminata,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,natali_2009,natali_2009 | zn | foliar | quercus_myrtifolia,1,1,nonfigure,1,60,60,1,1,10,1,6,3,1
Loladze 2014,Loladze,newbery_1995,newbery_1995 | c | above_ground | ,1,1,nonfigure,1,4,4,1,1,4,1,0,1,1
Loladze 2014,Loladze,newbery_1995,newbery_1995 | k | above_ground | ,1,1,nonfigure,1,4,4,1,1,4,1,0,1,1
Loladze 2014,Loladze,newbery_1995,newbery_1995 | n | above_ground | ,1,1,nonfigure,1,4,4,1,1,4,1,0,1,1
Loladze 2014,Loladze,newbery_1995,newbery_1995 | p | above_ground | ,1,1,nonfigure,1,4,4,1,1,4,1,0,1,1
Loladze 2014,Loladze,niinemets_1999,niinemets_1999 | ca | foliar | ,0,1,nonfigure,2,8,10,1,1,5,1,2,1,1
Loladze 2014,Loladze,niinemets_1999,niinemets_1999 | k | foliar | ,0,1,nonfigure,2,8,10,1,1,5,1,2,1,1
Loladze 2014,Loladze,niinemets_1999,niinemets_1999 | mg | foliar | highn,0,1,nonfigure,1,8,10,1,1,5,1,2,1,1
Loladze 2014,Loladze,niinemets_1999,niinemets_1999 | mg | foliar | lown,0,1,nonfigure,1,8,10,1,1,5,1,2,1,1
Loladze 2014,Loladze,niinemets_1999,niinemets_1999 | n | foliar | highn,0,1,nonfigure,1,8,10,1,1,5,1,2,1,1
Loladze 2014,Loladze,niinemets_1999,niinemets_1999 | n | foliar | lown,0,1,nonfigure,1,8,10,1,1,5,1,2,1,1
Loladze 2014,Loladze,niinemets_1999,niinemets_1999 | p | foliar | highn,0,1,nonfigure,1,8,10,1,1,5,1,2,1,1
Loladze 2014,Loladze,niinemets_1999,niinemets_1999 | p | foliar | lown,0,1,nonfigure,1,8,10,1,1,5,1,2,1,1
Loladze 2014,Loladze,niu_2013,niu_2013 | p | above_ground | nh4,0,1,nonfigure,1,2,2,1,1,1,1,2,1,1
Loladze 2014,Loladze,niu_2013,niu_2013 | p | above_ground | no3,0,1,nonfigure,1,2,2,1,1,1,1,2,1,1
Loladze 2014,Loladze,nowak_2002,nowak_2002 | ca | foliar | ,0,0,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,nowak_2002,nowak_2002 | k | foliar | ,0,0,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,nowak_2002,nowak_2002 | mg | foliar | ,0,0,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,nowak_2002,nowak_2002 | n | foliar | ,0,0,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,nowak_2002,nowak_2002 | p | foliar | ,0,0,nonfigure,1,5,5,1,1,5,1,0,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | b | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | ca | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | cu | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | k | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | mg | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | mn | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | n | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | p | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | s | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oksanen_2005,oksanen_2005 | zn | foliar | roth,0,1,nonfigure,1,10,10,1,1,10,1,1,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | al | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | b | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | ba | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | ca | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | cu | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | fe | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | k | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | mg | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | mn | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | n | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | p | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | s | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | sr | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,oneill_1987,oneill_1987 | zn | foliar | ,0,1,nonfigure,1,14,14,1,1,14,1,0,1,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | ca | above_ground | acer_pseudoplatanus,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | ca | above_ground | fagus_sylvatica,1,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | ca | above_ground | festuca_pratensis,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | ca | above_ground | lolium_perenne,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
Loladze 2014,Loladze,overdieck_1993,overdieck_1993 | ca | above_ground | trifolium_pratense,0,1,nonfigure,1,34,34,1,1,8,1,6,2,1
